EmpID,EmpName,LanguageOfCommunication,Age,Gender,JobProfileIDApplyingFor,HighestDegree,DegreeBranch,GraduatingInstitute,LatestDegreeCGPA,YearsOfExperince,GraduationYear,CurrentCTC,ExpectedCTC,MartialStatus,EmpScore,CurrentDesignation,CurrentCompanyType,DepartmentInCompany,TotalLeavesTaken,BiasInfluentialFactor,FitmentPercent
8372,Rocco,Native,33,Female,JR85289,Dual MBA,Electrical,Tier 3,6,10,2011,7,11,Married,4,SSE,Startup,Engineering,14,Gender,82.99
9523,Rogers,English,32,Female,JR89890,MS,Electrical and Electronics,Tier 2,7,6,2015,21,25,Married,5,BA,Startup,Engineering,6,Gender,75.24
2191,Ruby,English,30,Male,JR88879,MS,Electronics,Tier 1,7,4,2017,18,23,Married,2,SDE,Startup,Design,14,HighestDegree,77.56
14261,Rudy,Hindi,34,Male,JR70175,B.Tech,Computer Science,Tier 2,7,11,2010,14,22,Married,4,BA,Enterprise,Design,14,,34.96
22409,Sampson,Native,30,Male,JR88879,B.Tech,Information Technology,Tier 2,8,7,2014,11,15,Married,3,SDE,Startup,Product,18,DegreeBranch,78.85
13253,Samson,English,32,Male,JR87525,B.Tech,Computer Science,Tier 1,7,9,2012,30,39,Married,4,DS,Startup,Design,4,DegreeBranch,90.63
2876,Santiago,English,29,Female,JR88654,B.Tech,Electronics,Tier 2,7,6,2015,8,15,Married,4,SDE,Startup,Finance,4,,67.26
4503,Seaborn,English,32,Male,JR88879,PhD,Information Technology,Tier 2,7,2,2019,23,28,Single,4,EM,Startup,Design,7,DegreeBranch,90.02
15250,Squire,English,34,Male,JR85289,BCA,Electronics,Tier 3,8,11,2010,13,22,Married,4,BA,Startup,Engineering,10,,66.97
13767,Stacy,English,34,Male,JR85289,BCA,Artificial Intelligence,Tier 2,6,11,2010,7,16,Single,3,DS,Startup,Engineering,10,,78.1
22570,Theron,English,29,Male,JR89890,B.Tech,Electronics,Tier 3,5,6,2015,8,15,Married,3,DA,MidSized,Design,20,MartialStatus,85.88
16937,Westley,English,28,Male,JR87525,B.Tech,Computer Science,Tier 1,5,5,2016,27,33,Married,3,SDE,Startup,Design,17,DegreeBranch,77.21
11042,Winfred,English,28,Male,JR85289,M.Tech,Electrical,Tier 1,7,2,2019,25,31,Married,3,DA,MidSized,Design,4,MartialStatus,80.72
22938,Winston,Native,26,Male,JR88879,B.Tech,Electrical,Tier 2,7,3,2018,12,17,Married,3,SDE,Startup,Engineering,19,MartialStatus,85.88
16041,Alba,English,27,Male,JR87525,Dual MBA,Artificial Intelligence,Tier 2,7,4,2017,17,22,Single,3,SDE,MidSized,Engineering,15,Ethinicity,84.85
17056,Annie,Hindi,42,Male,JR79193,PhD,Artificial Intelligence,Tier 1,7,12,2009,17,27,Married,3,SSE,Enterprise,Engineering,15,CurrentCompanyType,68.31
15979,Armand,English,28,Other,JR87525,MS,Electrical,Tier 3,7,2,2019,10,19,Married,4,SSE,Startup,Design,13,,68.23
18955,Arno,English,32,Male,JR87525,B.Tech,Artificial Intelligence,Tier 1,8,9,2012,17,23,Married,3,SSE,Enterprise,Design,6,,54
11169,Art,English,37,Male,JR85289,M.Tech,Information Technology,Tier 1,9,11,2010,8,12,Single,4,DS,MidSized,Engineering,17,DegreeBranch,92.7
10865,Arvid,English,34,Female,JR89890,M.Tech,Information Technology,Tier 2,9,8,2013,12,16,Married,2,SSE,Startup,Engineering,16,DegreeBranch,93.25
8883,Asbury,Native,24,Male,JR87525,B.Tech,Computer Science,Tier 3,6,1,2020,10,20,Single,3,DS,MidSized,Product,11,DegreeBranch,81
3151,Augustin,English,38,Female,JR85289,MCA,Information Technology,Tier 3,8,12,2009,13,23,Single,4,SDE,Enterprise,Design,9,CurrentCompanyType,66.09
14350,Barry,English,37,Male,JR85289,M.Tech,Computer Science,Tier 3,8,11,2010,12,17,Single,4,DE,Enterprise,Customer Success,4,,43.24
10135,Bedford,English,24,Female,JR88873,BCA,Information Technology,Tier 2,7,1,2020,11,16,Single,3,SSE,Startup,Finance,8,Gender,79.17
9197,Bernhard,English,29,Male,JR70175,B.Tech,Computer Science,Tier 1,7,6,2015,8,18,Single,4,SEM,Enterprise,Engineering,10,,38.74
12876,Byrd,Native,34,Male,JR88879,B.Tech,Information Technology,Tier 2,4,11,2010,15,21,Single,4,SSE,Startup,Engineering,13,YearsOfExperince,83.3
8759,Casey,Hindi,30,Male,JR88873,BCA,Artificial Intelligence,Tier 2,9,7,2014,29,37,Married,3,BA,Startup,Engineering,13,LatestDegreeCGPA,68.08
14845,Conley,English,29,Female,JR89890,Dual MBA,Computer Science,Tier 1,7,6,2015,11,19,Married,3,SDE,Enterprise,Engineering,16,Gender,75.96
24124,Danial,Native,27,Male,JR87525,MS,Electrical,Tier 2,5,1,2020,7,14,Married,3,SDE,Startup,Engineering,18,HighestDegree,70.61
16295,Delmar,English,28,Female,JR87525,MCA,Artificial Intelligence,Tier 2,8,2,2019,30,35,Married,3,SDE,Startup,Engineering,17,,69.4
5004,Donnie,Native,29,Male,JR85289,Dual M.Tech,Information Technology,Tier 3,4,6,2015,26,32,Married,3,SEM,MidSized,Engineering,17,DegreeBranch,77.48
11125,Eldon,Hindi,27,Male,JR87525,Dual M.Tech,Computer Science,Tier 2,6,4,2017,22,31,Married,4,SSE,Startup,Customer Success,5,DegreeBranch,95.25
6048,Ellie,Hindi,26,Male,JR89890,Dual M.Tech,Computer Science,Tier 2,5,3,2018,7,14,Single,5,DS,Startup,Engineering,19,DegreeBranch,71.29
17969,Elvis,Hindi,25,Male,JR87525,Dual MBA,Information Technology,Tier 1,8,2,2019,14,22,Married,2,SDE,Enterprise,Customer Success,8,,34.79
23260,Emmit,English,33,Male,JR88879,BCA,Electronics,Tier 3,6,10,2011,19,23,Married,3,BA,Startup,Design,9,YearsOfExperince,85.13
21835,Enrique,Hindi,28,Female,JR88654,B.Tech,Computer Science,Tier 2,5,5,2016,24,33,Married,1,EM,Startup,Product,14,,69.16
10220,Ernst,English,26,Male,JR88879,B.Tech,Information Technology,Tier 3,4,3,2018,26,33,Single,2,SDE,Enterprise,Design,14,,36.78
8831,Ewell,English,32,Female,JR85289,M.Tech,Artificial Intelligence,Tier 2,8,6,2015,27,33,Single,3,SDE,Startup,Design,13,,66.85
20478,Fate,Hindi,32,Male,JR81165,M.Tech,Artificial Intelligence,Tier 2,6,6,2015,26,35,Single,2,DS,Startup,Design,8,,77.36
22858,Fernando,English,33,Male,JR87525,MS,Computer Science,Tier 2,9,7,2014,30,34,Married,3,SEM,MidSized,Engineering,8,HighestDegree,71.8
21443,Franklyn,English,29,Male,JR79193,B.Tech,Artificial Intelligence,Tier 2,8,6,2015,12,19,Single,3,BA,MidSized,Engineering,20,,72.51
2005,French,English,24,Male,JR85289,B.Tech,Artificial Intelligence,Tier 2,7,1,2020,15,21,Married,4,SDE,MidSized,Finance,5,EmpScore,71.61
12612,Furman,English,38,Male,JR85289,M.Tech,Computer Science,Tier 1,8,12,2009,6,16,Married,3,DS,Startup,Engineering,4,DegreeBranch,80.9
5041,Gabe,English,35,Male,JR85289,B.Tech,Electrical,Tier 1,7,12,2009,7,12,Married,4,SDE,Startup,Design,4,EmpScore,78.47
9618,Garry,English,34,Male,JR88873,MS,Information Technology,Tier 3,5,8,2013,14,20,Married,3,BA,MidSized,Engineering,5,HighestDegree,70.42
12736,Gertrude,English,32,Male,JR88879,M.Tech,Electrical,Tier 1,9,6,2015,15,24,Single,3,SEM,Startup,Design,8,LatestDegreeCGPA,80.91
19445,Giles,Hindi,27,Male,JR89890,BCA,Computer Science,Tier 2,7,4,2017,17,25,Married,4,DS,MidSized,Design,8,,68.57
15286,Godfrey,English,35,Female,JR88873,BCA,Electronics,Tier 1,4,12,2009,16,23,Single,3,SDE,MidSized,Design,15,YearsOfExperince,92.69
16346,Hallie,English,34,Male,JR81165,MS,Electronics,Tier 1,7,8,2013,28,38,Married,3,SDE,Enterprise,Engineering,17,HighestDegree,70.41
23438,Hamilton,English,33,Male,JR87525,Dual MBA,Electronics,Tier 2,9,10,2011,18,27,Married,4,SSE,Startup,Customer Success,10,YearsOfExperince,85.76
2076,Haskell,Hindi,27,Male,JR88873,Dual M.Tech,Electronics,Tier 1,6,4,2017,25,29,Single,3,BA,Enterprise,Design,15,,43.01
18247,Hattie,English,24,Male,JR85289,B.Tech,Information Technology,Tier 3,8,1,2020,11,16,Single,1,SSE,Startup,Design,10,DegreeBranch,76.04
6095,Hayes,English,40,Male,JR88879,PhD,Information Technology,Tier 2,6,10,2011,6,16,Married,3,SDE,MidSized,Customer Success,4,DegreeBranch,82.2
14540,Helen,Hindi,32,Male,JR81165,B.Tech,Computer Science,Tier 1,8,9,2012,29,33,Married,5,SDE,Startup,Design,14,DegreeBranch,88.3
16475,Henery,English,32,Male,JR85289,B.Tech,Computer Science,Tier 1,8,9,2012,28,35,Married,4,SEM,Startup,Customer Success,17,DegreeBranch,86.01
10822,Hubbard,English,24,Male,JR88879,BCA,Information Technology,Tier 3,7,1,2020,15,22,Married,4,BA,Startup,Engineering,9,DegreeBranch,92.08
13681,Hudson,English,27,Male,JR87525,B.Tech,Computer Science,Tier 1,9,4,2017,10,16,Single,5,BA,Startup,Design,14,DegreeBranch,92.93
7067,Irene,English,35,Male,JR88879,B.Tech,Computer Science,Tier 2,5,12,2009,25,31,Married,3,BA,Startup,Customer Success,6,,68.2
23351,Iver,Native,24,Female,JR89890,BCA,Computer Science,Tier 3,8,1,2020,26,35,Married,4,DS,Startup,Product,10,,69.73
22688,Jarvis,Hindi,27,Female,JR81165,B.Tech,Computer Science,Tier 2,7,4,2017,16,25,Married,3,BA,Startup,Product,4,Gender,92.28
11077,Jennie,English,38,Male,JR81165,M.Tech,Computer Science,Tier 2,8,12,2009,25,29,Single,5,EM,Enterprise,Engineering,18,YearsOfExperince,91.91
14255,Jere,English,29,Other,JR88873,MS,Information Technology,Tier 1,7,3,2018,21,30,Single,4,SDE,Startup,Engineering,11,,47.23
2916,Justin,Hindi,25,Female,JR85289,Dual MBA,Artificial Intelligence,Tier 2,7,2,2019,19,25,Single,3,SDE,Enterprise,Design,13,Gender,76.92
7047,Keith,Hindi,33,Male,JR88873,M.Tech,Information Technology,Tier 2,7,7,2014,15,25,Married,4,EM,Enterprise,Engineering,16,CurrentCompanyType,64.28
4910,Larkin,English,25,Male,JR85289,Dual M.Tech,Computer Science,Tier 2,7,2,2019,8,18,Married,5,SDE,Startup,Engineering,15,DegreeBranch,91.82
24058,Lavern,English,38,Male,JR88879,MCA,Electrical,Tier 1,6,12,2009,17,27,Married,5,SEM,Startup,Design,4,YearsOfExperince,90.83
23639,Len,English,31,Male,JR81165,B.Tech,Information Technology,Tier 1,6,8,2013,7,14,Married,5,BA,Startup,Engineering,4,DegreeBranch,83.54
20323,Little,English,27,Female,JR85289,Dual M.Tech,Computer Science,Tier 2,9,4,2017,10,19,Married,4,DS,Startup,Design,4,LatestDegreeCGPA,65.65
10150,Louise,Hindi,33,Male,JR88654,Dual M.Tech,Information Technology,Tier 2,8,10,2011,28,34,Married,3,DS,Startup,Engineering,11,,67.43
16856,Mae,English,26,Male,JR89890,B.Tech,Computer Science,Tier 2,7,3,2018,7,12,Married,3,SSE,Enterprise,Engineering,15,,48.71
7627,Marcel,Hindi,36,Female,JR87525,M.Tech,Computer Science,Tier 1,6,10,2011,22,32,Single,3,SDE,Enterprise,Design,15,YearsOfExperince,77.02
4119,Marcellus,Hindi,35,Male,JR88879,MS,Electrical and Electronics,Tier 1,5,9,2012,24,29,Single,3,SDE,Enterprise,Engineering,5,,53.55
14038,Marshal,English,27,Male,JR89890,MS,Computer Science,Tier 2,8,1,2020,20,26,Married,3,BA,MidSized,Design,6,HighestDegree,84
17598,Mat,English,35,Male,JR85289,M.Tech,Electronics,Tier 1,6,9,2012,21,26,Single,3,SDE,Startup,Engineering,8,Ethinicity,79.06
14819,Meyer,English,25,Male,JR87525,B.Tech,Computer Science,Tier 2,7,2,2019,22,30,Married,5,SDE,Startup,Design,20,DegreeBranch,86.97
14661,Michel,Hindi,34,Female,JR85289,B.Tech,Information Technology,Tier 3,7,11,2010,30,35,Married,4,SDE,Startup,Engineering,5,Gender,72.49
6348,Miner,English,28,Male,JR85289,B.Tech,Electrical,Tier 3,7,5,2016,25,30,Single,3,SEM,Startup,Engineering,6,,91.09
14754,Murdock,Hindi,33,Female,JR85289,M.Tech,Information Technology,Tier 2,4,7,2014,16,23,Married,5,DS,Startup,Engineering,9,Gender,78.25
20692,Nolen,English,28,Male,JR88873,Dual M.Tech,Information Technology,Tier 3,7,5,2016,16,26,Single,5,SDE,Enterprise,Engineering,12,,36.95
4557,Nora,English,31,Other,JR87525,PhD,Artificial Intelligence,Tier 2,9,1,2020,22,30,Married,3,SDE,Startup,Design,5,LatestDegreeCGPA,51.73
15552,Oakley,English,35,Male,JR87525,PhD,Artificial Intelligence,Tier 1,7,5,2016,13,23,Married,3,SSE,MidSized,Design,8,,74.98
17892,Okey,English,33,Female,JR87525,M.Tech,Computer Science,Tier 1,7,7,2014,17,22,Married,5,SDE,MidSized,Engineering,18,Gender,77.03
6682,Olen,English,27,Male,JR85289,B.Tech,Electrical,Tier 1,8,4,2017,11,20,Married,3,EM,Startup,Product,12,MartialStatus,86.77
6492,Olive,Native,24,Male,JR85289,B.Tech,Information Technology,Tier 3,9,1,2020,30,38,Married,4,SDE,Enterprise,Product,13,DegreeBranch,94.04
7704,Orange,Native,35,Female,JR87525,B.Tech,Computer Science,Tier 2,7,12,2009,7,11,Married,4,SDE,Startup,Customer Success,15,Gender,73.54
4706,Orson,Native,33,Male,JR85289,B.Tech,Computer Science,Tier 3,8,10,2011,21,27,Married,4,BA,Startup,Engineering,19,YearsOfExperince,94.39
10482,Quincy,English,34,Female,JR81165,B.Tech,Electronics,Tier 1,7,11,2010,25,33,Single,4,BA,Startup,Engineering,19,YearsOfExperince,80.53
19346,Rafael,English,28,Female,JR88873,MS,Information Technology,Tier 2,8,2,2019,22,31,Single,4,SDE,Startup,Engineering,6,Gender,81.24
13997,Reinhold,English,29,Male,JR88879,MS,Computer Science,Tier 3,8,3,2018,6,11,Single,5,SDE,Startup,Product,7,HighestDegree,87.7
21635,Rene,Hindi,27,Male,JR85289,M.Tech,Artificial Intelligence,Tier 2,8,1,2020,17,21,Married,5,SDE,Enterprise,Design,4,CurrentCompanyType,62.69
8679,Roderick,English,33,Female,JR88873,Dual MBA,Artificial Intelligence,Tier 3,8,10,2011,25,34,Married,3,SSE,Enterprise,Engineering,12,YearsOfExperince,84.96
14548,Roe,English,28,Male,JR85289,MS,Computer Science,Tier 2,7,2,2019,13,20,Single,3,BA,Startup,Design,4,HighestDegree,85.67
16538,Rollo,English,33,Female,JR88879,M.Tech,Computer Science,Tier 2,8,7,2014,15,21,Single,1,SDE,MidSized,Finance,6,DegreeBranch,81.01
2746,Royce,English,37,Male,JR87525,MS,Artificial Intelligence,Tier 2,8,11,2010,8,15,Married,5,SDE,Startup,Design,5,HighestDegree,91.02
10104,Ruel,English,29,Male,JR85289,M.Tech,Artificial Intelligence,Tier 3,8,3,2018,18,27,Married,5,EM,Enterprise,Engineering,20,CurrentCompanyType,70.69
3519,Seldon,Hindi,28,Male,JR88654,B.Tech,Computer Science,Tier 3,7,5,2016,30,40,Single,3,SDE,Startup,Design,9,DegreeBranch,93.12
12679,Shade,Hindi,35,Male,JR79193,B.Tech,Electronics,Tier 1,7,12,2009,20,25,Married,4,EM,Startup,Engineering,16,YearsOfExperince,93.37
16984,Steward,English,26,Male,JR88873,B.Tech,Electronics,Tier 1,8,3,2018,10,19,Single,3,SSE,Startup,Design,10,,78.38
20882,Talmadge,English,27,Male,JR81165,B.Tech,Artificial Intelligence,Tier 1,5,4,2017,21,30,Married,4,SSE,Enterprise,Customer Success,19,CurrentCompanyType,91.03
10364,Talmage,Hindi,33,Female,JR85289,B.Tech,Computer Science,Tier 2,7,10,2011,28,36,Single,3,SSE,Startup,Engineering,20,Gender,88.54
5697,Toney,English,27,Male,JR85289,B.Tech,Computer Science,Tier 3,7,4,2017,30,37,Married,5,EM,Enterprise,Finance,18,DegreeBranch,92.37
21957,Vester,Hindi,27,Male,JR87525,B.Tech,Information Technology,Tier 2,6,4,2017,23,31,Married,4,EM,Startup,Product,11,DegreeBranch,94.38
14768,Wayman,English,32,Female,JR88879,B.Tech,Electrical,Tier 2,7,9,2012,14,19,Married,1,SDE,Startup,Engineering,5,,71.42
11800,Webb,English,36,Female,JR89890,M.Tech,Computer Science,Tier 2,7,10,2011,10,14,Married,3,BA,Startup,Design,10,YearsOfExperince,78.19
17436,Willaim,Hindi,29,Female,JR89890,MCA,Information Technology,Tier 1,7,3,2018,7,17,Single,4,SSE,Startup,Engineering,10,Gender,73.5
20185,Woodie,Hindi,34,Male,JR85289,B.Tech,Information Technology,Tier 1,7,11,2010,28,38,Married,4,SDE,MidSized,Customer Success,6,DegreeBranch,90.78
13483,Wylie,English,42,Male,JR87525,PhD,Artificial Intelligence,Tier 2,4,12,2009,30,37,Single,3,BA,Enterprise,Design,15,CurrentCompanyType,73.28
14618,Young,English,35,Male,JR85289,BCA,Computer Science,Tier 1,6,12,2009,13,18,Single,4,SDE,Startup,Customer Success,18,YearsOfExperince,78.72
21844,Zeb,Hindi,33,Male,JR88879,Dual M.Tech,Computer Science,Tier 3,7,10,2011,6,11,Married,3,EM,Startup,Engineering,10,DegreeBranch,71.22
16350,Ada,Hindi,28,Female,JR85289,MS,Electrical,Tier 1,8,2,2019,21,30,Married,4,SSE,Startup,Engineering,12,Gender,71.28
6461,Add,English,37,Female,JR89890,M.Tech,Information Technology,Tier 3,7,11,2010,19,24,Married,1,SSE,MidSized,Engineering,7,YearsOfExperince,73.49
4269,Albion,Hindi,31,Male,JR85289,MS,Computer Science,Tier 2,9,5,2016,17,25,Married,3,SDE,Startup,Design,19,HighestDegree,87.07
5211,Alto,Native,25,Male,JR88654,B.Tech,Artificial Intelligence,Tier 1,7,2,2019,6,16,Married,5,EM,Startup,Finance,14,EmpScore,87.23
6157,Andres,English,24,Male,JR87525,B.Tech,Artificial Intelligence,Tier 1,8,1,2020,30,40,Married,3,SDE,Startup,Design,11,MartialStatus,80.36
10752,Anson,Hindi,30,Male,JR81165,B.Tech,Information Technology,Tier 1,4,7,2014,24,33,Married,4,SSE,Startup,Design,8,DegreeBranch,86.68
15895,Arden,English,24,Male,JR88873,Dual M.Tech,Artificial Intelligence,Tier 2,9,1,2020,12,20,Married,4,DS,Enterprise,Engineering,9,CurrentCompanyType,64.47
2041,Ashton,English,34,Female,JR85289,B.Tech,Artificial Intelligence,Tier 2,7,11,2010,11,15,Married,3,SDE,Enterprise,Engineering,8,YearsOfExperince,76.38
7954,Audie,English,38,Female,JR87525,PhD,Computer Science,Tier 1,7,8,2013,8,16,Married,3,SDE,Enterprise,Engineering,20,Gender,87.14
22268,Augustine,Hindi,25,Male,JR87525,Dual MBA,Electronics,Tier 1,8,2,2019,10,14,Married,3,BA,Enterprise,Engineering,13,CurrentCompanyType,74.39
2510,Bee,Hindi,29,Male,JR88873,BCA,Information Technology,Tier 1,7,6,2015,16,21,Married,4,SDE,Startup,Engineering,20,DegreeBranch,78.05
20264,Benito,English,26,Male,JR87525,B.Tech,Artificial Intelligence,Tier 2,7,3,2018,29,36,Single,3,SDE,Startup,Design,6,,92.71
4860,Benson,English,32,Female,JR85289,PhD,Electronics,Tier 2,4,2,2019,12,20,Married,3,SDE,Startup,Engineering,4,Gender,94.18
13937,Berton,English,35,Female,JR88879,B.Tech,Information Technology,Tier 2,4,12,2009,10,19,Married,4,SDE,MidSized,Engineering,12,YearsOfExperince,76.74
15392,Beryl,English,30,Male,JR88654,Dual M.Tech,Artificial Intelligence,Tier 1,7,7,2014,26,35,Married,3,BA,Startup,Engineering,15,,67.68
12879,Beulah,Native,33,Male,JR85289,B.Tech,Information Technology,Tier 3,7,10,2011,26,32,Married,2,DS,Startup,Design,19,,68.21
15274,Bluford,Native,30,Male,JR85289,M.Tech,Information Technology,Tier 1,7,4,2017,22,32,Single,4,EM,Startup,Engineering,10,DegreeBranch,93.87
9013,Buell,English,31,Male,JR88654,M.Tech,Computer Science,Tier 3,7,5,2016,24,34,Married,3,DS,MidSized,Engineering,11,DegreeBranch,87.61
11773,Burleigh,Hindi,32,Male,JR87525,BCA,Information Technology,Tier 2,6,9,2012,9,15,Married,3,SDE,MidSized,Engineering,15,DegreeBranch,92.35
23932,Carol,English,28,Male,JR89890,B.Tech,Information Technology,Tier 3,7,5,2016,7,11,Single,5,SDE,Enterprise,Engineering,5,,58.19
11589,Carrol,English,35,Female,JR88879,B.Tech,Electrical and Electronics,Tier 1,7,12,2009,14,18,Married,4,EM,Startup,Engineering,6,YearsOfExperince,81.19
7797,Charls,English,31,Other,JR85289,B.Tech,Electronics,Tier 1,5,8,2013,17,25,Married,1,SDE,MidSized,Customer Success,6,,63.47
20383,Cleave,English,36,Other,JR85289,MS,Information Technology,Tier 2,6,10,2011,17,25,Married,4,SDE,Startup,Design,20,,56.6
16409,Cleon,English,31,Male,JR85289,BCA,Electronics,Tier 2,8,8,2013,25,35,Married,4,SSE,Startup,Product,13,Ethinicity,94.39
20999,Clive,English,31,Male,JR87525,B.Tech,Artificial Intelligence,Tier 1,8,8,2013,17,23,Married,4,SDE,Startup,Engineering,12,Ethinicity,92.63
18859,Clovis,Hindi,30,Male,JR85289,B.Tech,Information Technology,Tier 2,6,7,2014,27,33,Single,3,SSE,Enterprise,Engineering,8,,33.81
22152,Con,Hindi,29,Female,JR87525,BCA,Information Technology,Tier 2,7,6,2015,13,23,Single,4,SSE,Enterprise,Design,18,Gender,87.96
17167,Dayton,Hindi,30,Male,JR81165,MS,Computer Science,Tier 2,10,4,2017,22,27,Married,5,SDE,MidSized,Design,8,HighestDegree,89.53
9261,Dexter,English,38,Male,JR88654,M.Tech,Artificial Intelligence,Tier 3,8,12,2009,26,36,Single,2,BA,Enterprise,Engineering,20,,38.54
18668,Dillon,Hindi,26,Male,JR85289,B.Tech,Computer Science,Tier 1,9,3,2018,7,13,Married,3,SDE,Enterprise,Design,16,DegreeBranch,71.22
17891,Dink,Native,29,Female,JR87525,M.Tech,Information Technology,Tier 1,6,3,2018,28,37,Married,4,SDE,Enterprise,Design,19,Gender,93.54
16194,Doyle,English,28,Male,JR87525,B.Tech,Artificial Intelligence,Tier 2,8,5,2016,22,32,Single,3,DS,Enterprise,Product,18,CurrentCompanyType,69.17
4098,Dozier,Native,34,Other,JR79193,BCA,Electrical,Tier 2,8,11,2010,19,27,Married,3,DA,MidSized,Finance,8,,46.68
16905,Drew,English,27,Female,JR81165,B.Tech,Electronics,Tier 2,8,4,2017,7,12,Married,4,SSE,Enterprise,Product,16,CurrentCompanyType,65.92
2979,Duke,English,38,Female,JR85289,M.Tech,Artificial Intelligence,Tier 3,7,12,2009,29,37,Single,5,EM,Startup,Engineering,6,,69.28
23287,Eben,English,35,Other,JR81165,B.Tech,Computer Science,Tier 1,6,12,2009,16,21,Married,2,BA,Startup,Design,6,,54.06
22491,Ebert,English,26,Male,JR87525,Dual M.Tech,Computer Science,Tier 2,7,3,2018,25,33,Married,3,SSE,Startup,Engineering,12,DegreeBranch,71.1
13682,Edith,English,31,Male,JR87525,B.Tech,Artificial Intelligence,Tier 3,5,8,2013,15,20,Married,4,BA,Enterprise,Design,10,,50.52
14273,Elden,English,42,Male,JR87525,PhD,Computer Science,Tier 1,7,12,2009,21,25,Married,5,DS,Enterprise,Engineering,9,YearsOfExperince,89.79
3455,Elige,English,38,Male,JR85289,M.Tech,Electronics,Tier 1,8,12,2009,12,21,Married,4,DS,Startup,Design,15,YearsOfExperince,95.04
16138,Ella,English,24,Female,JR89890,B.Tech,Artificial Intelligence,Tier 1,7,1,2020,18,23,Married,5,SDE,MidSized,Product,16,Gender,75.81
23756,Elwin,Hindi,29,Female,JR85289,B.Tech,Computer Science,Tier 2,5,6,2015,10,18,Single,3,BA,Enterprise,Design,7,CurrentCompanyType,66.06
14676,Elzy,English,31,Male,JR87525,MS,Electronics,Tier 2,4,5,2016,28,32,Single,4,EM,Enterprise,Finance,7,HighestDegree,85.76
11962,Encarnacion,Hindi,29,Female,JR70175,B.Tech,Computer Science,Tier 1,7,6,2015,8,14,Married,5,SDE,MidSized,Engineering,14,Gender,91.3
6975,Erick,Hindi,33,Male,JR87525,BCA,Computer Science,Tier 1,6,10,2011,14,23,Married,5,DS,Enterprise,Customer Success,18,,41.63
17343,John,English,41,Male,JR88654,PhD,Electrical,Tier 2,7,11,2010,9,13,Married,4,DS,Enterprise,Design,7,,36.64
3378,William,Hindi,30,Male,JR85289,B.Tech,Computer Science,Tier 1,7,7,2014,7,17,Single,4,DS,Startup,Engineering,4,DegreeBranch,73.14
11582,James,English,25,Male,JR85289,B.Tech,Computer Science,Tier 2,4,2,2019,18,27,Married,4,EM,MidSized,Design,13,DegreeBranch,90.98
10864,George,English,37,Male,JR88879,M.Tech,Artificial Intelligence,Tier 2,7,11,2010,11,16,Single,5,SDE,MidSized,Engineering,8,,67.43
3108,Charles,English,28,Male,JR87525,MS,Computer Science,Tier 2,8,2,2019,21,31,Married,2,DS,Startup,Engineering,12,HighestDegree,82.53
17541,Joseph,Native,32,Male,JR85289,M.Tech,Artificial Intelligence,Tier 1,4,6,2015,12,20,Married,1,SDE,Enterprise,Design,15,,39.02
4758,Frank,Hindi,25,Male,JR85289,B.Tech,Electrical,Tier 1,5,2,2019,7,13,Married,3,BA,MidSized,Design,8,MartialStatus,77.2
5172,Robert,Native,36,Male,JR85289,MS,Information Technology,Tier 2,7,10,2011,12,22,Single,5,SSE,Startup,Engineering,19,YearsOfExperince,82.61
5471,Edward,English,34,Female,JR89890,MS,Computer Science,Tier 2,8,8,2013,13,23,Single,4,DS,Enterprise,Engineering,18,Gender,79.72
6071,Harry,Hindi,35,Female,JR81165,B.Tech,Electrical,Tier 2,7,12,2009,12,22,Married,4,EM,MidSized,Engineering,6,YearsOfExperince,80.32
20742,Henry,English,24,Female,JR85289,Dual M.Tech,Information Technology,Tier 1,8,1,2020,18,23,Single,3,DS,Enterprise,Engineering,10,Gender,79.3
5477,Thomas,English,32,Male,JR81165,Dual M.Tech,Electrical,Tier 3,7,9,2012,15,25,Single,5,SEM,MidSized,Engineering,6,Ethinicity,82.47
6080,Walter,Native,32,Male,JR85289,Dual MBA,Electronics,Tier 3,5,9,2012,18,27,Married,3,SDE,Enterprise,Engineering,16,,50.86
4579,Arthur,Hindi,24,Male,JR87525,B.Tech,Computer Science,Tier 2,9,1,2020,18,23,Single,3,SSE,Startup,Engineering,11,DegreeBranch,88.41
8450,Fred,Hindi,36,Male,JR85289,PhD,Computer Science,Tier 2,6,6,2015,9,19,Married,5,SSE,Enterprise,Engineering,16,,55.14
15995,Albert,English,25,Female,JR79193,B.Tech,Computer Science,Tier 2,8,2,2019,7,13,Married,3,EM,MidSized,Design,16,Gender,76.28
5348,Clarence,English,40,Female,JR70175,PhD,Artificial Intelligence,Tier 1,8,10,2011,17,24,Married,2,SDE,Startup,Engineering,5,YearsOfExperince,75.44
9345,Roy,Hindi,25,Male,JR85289,Dual M.Tech,Artificial Intelligence,Tier 2,8,2,2019,7,15,Married,4,SDE,Enterprise,Design,11,CurrentCompanyType,60.47
21131,Willie,English,31,Male,JR85289,B.Tech,Artificial Intelligence,Tier 1,7,8,2013,29,35,Single,3,SDE,MidSized,Engineering,9,,79.17
16452,Samuel,Hindi,26,Female,JR85289,B.Tech,Computer Science,Tier 2,9,3,2018,25,31,Married,3,BA,Startup,Design,10,Gender,89.98
22273,Earl,Hindi,29,Female,JR70175,BCA,Computer Science,Tier 1,8,6,2015,19,27,Married,4,EM,Enterprise,Engineering,8,Gender,83.54
